block,item_id_A,name_A,brand_A,size_A,item_id_B,name_B,brand_B,size_B,score,token_jaccard,block_cols
count:3,2267888,"(3 pack) Equate Flushable Wet Wipes, Coconut Scent, 96 Wipes (2 Pack)",Equate,,107855,"Wegmans Thick & Sensitive Baby Wipes, 3 pack",wegmans,,85.5,0.1818,size_bucket
weight:12,2194546,"bettergoods Smoky Vanilla Flavored Ground Coffee, Medium Roast, 12 oz",bettergoods,,98777,Wegmans Organic Bold Ground Coffee,Wegmans,12 ounce,85.5,0.1818,size_bucket
weight:4.5,2116519,"Great Value Garlic Parmesan Coating & Seasoning Mix, 4.5 oz",Great Value,,100304,"Wegmans Garlic Fruit, Nut and Seed Blend",Wegmans,4.5 ounce,85.5,0.1818,size_bucket
weight:12,2194560,"bettergoods Sumatra Single Origin Ground Coffee, Dark Roast, 12 oz",bettergoods,,98777,Wegmans Organic Bold Ground Coffee,Wegmans,12 ounce,85.5,0.1818,size_bucket
weight:39,2260825,"Marketside 10-inch Baked Caramel Apple Pie, 38.8 oz Tray, 1 Count",Marketside,38.8 oz,91577,Wegmans Large Apple Pie,Wegmans,39 ounce,85.5,0.1818,size_bucket
volume:64,2054183,"(2 pack) Great Value Low Sodium Vegetable 100% Juice, 64 fl oz",Great Value,,104291,Wegmans Organic 100% Grape Juice,Wegmans,64 fl. oz.,85.5,0.1818,size_bucket
weight:48,2117111,"Great Value Fruit Salad Blend, 48 oz (Frozen)",Great Value,,94313,"Wegmans Frozen Wild Blueberry Mango Blend, FAMILY PACK",Wegmans,48 ounce,85.5,0.1818,size_bucket
count:40,2072840,"Equate Cherry Cough Drops, 40 Count",Equate,,1084791,Wegmans Uncooked Peeled & Deveined Shrimp (31/40 Count),Wegmans,,85.5,0.1818,size_bucket
weight:2.6,2270062,"(3 pack) Great Value Premium White Chicken, in Bold Buffalo Sauce, 2.6 oz Pouch (Shelf-Stable)",Great Value,2.6 oz,100995,"Wegmans Ranch Flavored Albacore White Tuna in Water, Pouch",Wegmans,2.6 ounce,85.5,0.1765,size_bucket
weight:2.6,2270078,"(6 pack) Great Value Premium White Chicken, in Bold Buffalo Sauce, 2.6 oz Pouch (Shelf-Stable)",Great Value,2.6 oz,100995,"Wegmans Ranch Flavored Albacore White Tuna in Water, Pouch",Wegmans,2.6 ounce,85.5,0.1765,size_bucket
volume:8,2206221,"Equate Beauty Deep Cleaning Acne Care Facial Astringent, 8 fl oz",Equate,,113385,"Wegmans Unbreakable Champagne Glass, 8 fl. oz.",wegmans,,85.5,0.1667,size_bucket
weight:16,2380825,"Great Value Gluten-Free Instant Cornstarch Hot Breakfast Cereal, 16 oz Cup",Great Value,16 oz,954498,Wegmans Frozen Gluten Free Meatballs,Wegmans,16 ounce,85.5,0.1667,size_bucket
weight:12,2193932,"Freshness Guaranteed Baked Mini Banana Nut Muffins, 11.8 oz, 12 Count",Freshness Guaranteed,,1855953,Wegmans Blueberry Mini Muffins,Wegmans,12 ounce,85.5,0.1667,size_bucket
volume:12,2382385,"bettergoods Garlic Caesar Avocado Oil Salad Dressing and Dip, 12 fl oz",bettergoods,12 fl oz,92642,Wegmans Amore Caesar Dressing,Wegmans,12 fl. oz.,85.5,0.1667,size_bucket
weight:5,2272481,"(3 pack) Great Value Mountain Trail Mix, 5 oz",Great Value,5 oz,88604,Wegmans Spring Mix,Wegmans,5 ounce,85.5,0.1667,size_bucket
volume:48,2077318,"Great Value 0 Sugar, Chocolate Reduced Fat Ice Cream, 48 fl oz Tub",Great Value,,93334,Wegmans Mint Chip Ice Cream,Wegmans,48 fl. oz.,85.5,0.1667,size_bucket
weight:8,1936072,"Equate Raspberry Shave Cream, 8 oz",Equate,,91814,Wegmans Light Sour Cream,Wegmans,8 ounce,85.5,0.1667,size_bucket
volume:8,2195486,"Equate Reduced Sugar Formula Nutritional Shakes, Caramel, 8 fl oz, 6 Count",Equate,,113385,"Wegmans Unbreakable Champagne Glass, 8 fl. oz.",wegmans,,85.5,0.1667,size_bucket
weight:24,2116489,"GV 3 Cheese Pasta Sauce, 24oz",Great Value,,952192,Wegmans Mushroom Sauce,Wegmans,24 ounce,85.5,0.1667,size_bucket
count:3,2224739,"Great Value Water Filters, Fits Great Value & Brita Pitchers, Replacement 3 Pack",Great Value,,107855,"Wegmans Thick & Sensitive Baby Wipes, 3 pack",wegmans,,85.5,0.1667,size_bucket
weight:5,2196995,"bettergoods Valentine Roses Sprinkle Mix, 5 oz",bettergoods,,88604,Wegmans Spring Mix,Wegmans,5 ounce,85.5,0.1667,size_bucket
weight:16,1933902,Freshness Guaranteed Pineapple Chunks 16oz,Freshness Guaranteed,,104085,Wegmans Pineapple Salsa,Wegmans,16 ounce,85.5,0.1667,size_bucket
weight:24,2116487,"GV Garden Pasta Sauce, 24oz",Great Value,24 oz,952192,Wegmans Mushroom Sauce,Wegmans,24 ounce,85.5,0.1667,size_bucket
volume:8,2195487,"Equate Reduced Sugar Formula Nutritional Shakes, Coffee, 8 fl oz, 6 Count",Equate,,113385,"Wegmans Unbreakable Champagne Glass, 8 fl. oz.",wegmans,,85.5,0.1667,size_bucket
volume:8,2221614,"Equate Beauty Salicylic Acid Acne Medication Deep Cleansing Astringent, 8 fl oz",Equate,8 fl oz,113385,"Wegmans Unbreakable Champagne Glass, 8 fl. oz.",wegmans,,85.5,0.1538,size_bucket
weight:13,2258931,"Freshness Guaranteed Pre Baked Hand Decorated Sugar Cookies, 13.2 oz, 6 Count",Freshness Guaranteed,,94266,"Wegmans Baked Soft Pretzels, 6 Count",Wegmans,13 ounce,85.5,0.1538,size_bucket
count:10,2253481,"Mainstays 1-1/2"" (38mm) Round Cabinet Knob, Unfinished Wood, 10 Pack",Mainstays,,96829,"Wegmans Instant Oatmeal, Variety Pack, 10 Packets",Wegmans,10 ct.,85.5,0.1538,size_bucket
volume:8,2195478,"Equate Reduced Sugar Formula Nutritional Shakes, Chocolate, 8 fl oz, 16 Count",Equate,,113385,"Wegmans Unbreakable Champagne Glass, 8 fl. oz.",wegmans,,85.5,0.1538,size_bucket
weight:12,2267630,"bettergoods Specialty Blend South American Ground Coffee, Medium Dark Roast, 12 oz",bettergoods,,98777,Wegmans Organic Bold Ground Coffee,Wegmans,12 ounce,85.5,0.1538,size_bucket
count:10,2235859,"Mainstays 1-3/16"" Traditional Cabinet Knob, Antique Brass, 10 Pack",Mainstays,,96829,"Wegmans Instant Oatmeal, Variety Pack, 10 Packets",Wegmans,10 ct.,85.5,0.1538,size_bucket
volume:12,2068499,"(2 pack) bettergoods Expertly Blended Garlic Parmesan Aioli Spread, 12 fl oz Bottle",bettergoods,,98746,Wegmans Garlic Parmesan Wing Sauce,Wegmans,12 fl. oz.,85.5,0.1538,size_bucket
count:20,2206218,"Equate Reusable Mascara Wands, 20 Count",Equate,,1859877,"Wegmans Just Tea Sugar Cookie Flavored White Tea Blend Tea Bags, 20 Count",Wegmans,20 ct.,85.5,0.1538,size_bucket
weight:1.4,2383276,"(3 pack) Great Value Caramel Almond & Sea Salt Nut Bars, 1.4 oz, 6 Count",Great Value,,952111,Wegmans Sea Salt Tempura Seaweed Chips,Wegmans,1.41 ounce,85.5,0.1538,size_bucket
volume:8,2195075,"(4 pack) Equate Ultra Broad Spectrum Sunscreen Lotion, SPF 70, 8 fl oz",Equate,8 fl oz,113385,"Wegmans Unbreakable Champagne Glass, 8 fl. oz.",wegmans,,85.5,0.1538,size_bucket
weight:4.4,2270579,"bettergoods Smoked Rainbow Trout with Juniper Berry in Olive Oil, 4.41 oz",bettergoods,,101155,Wegmans Sardines in Sunflower Oil,Wegmans,4.38 ounce,85.5,0.1538,size_bucket
volume:8,2195480,"Equate Reduced Sugar Formula Nutritional Shakes, Vanilla, 8 fl oz, 16 Count",Equate,,113385,"Wegmans Unbreakable Champagne Glass, 8 fl. oz.",wegmans,,85.5,0.1538,size_bucket
weight:10,2201108,"Marketside Ready to Heat Orange Chicken Meal, 10 oz (Refrigerated)",Marketside,,115910,Wegmans Ready to Cook Scallops St. Jacques,Wegmans,10 ounce,85.5,0.1538,size_bucket
volume:8,2221606,"Equate Beauty Daily Facial Cleanser for Normal to Oily Skin, 8 Fl oz",Equate,8 fl oz,113385,"Wegmans Unbreakable Champagne Glass, 8 fl. oz.",wegmans,,85.5,0.1429,size_bucket
weight:12,2068661,"Great Value Low-Moisture Part-Skim Mozzarella String Cheese Snack, 12 oz, 12 Count",Great Value,,1874500,Wegmans Reduced Fat Mozzarella Cheese Sticks,Wegmans,12 ounce,85.5,0.1429,size_bucket
weight:12,2258254,"bettergoods Specially Sourced Central American Blend Ground Coffee, Medium Dark Roast, 12 oz",bettergoods,,98777,Wegmans Organic Bold Ground Coffee,Wegmans,12 ounce,85.5,0.1429,size_bucket
count:3,2243267,(3 pack) Mainstays Spoon Rest and Pot Lid Holder Black Metal,Mainstays,,107855,"Wegmans Thick & Sensitive Baby Wipes, 3 pack",wegmans,,85.5,0.1429,size_bucket
count:10,2244943,"Mainstays Collection Pewter 1.5"" Diameter Curtain Clip Rings, 10 Count Pack",Mainstays,,96829,"Wegmans Instant Oatmeal, Variety Pack, 10 Packets",Wegmans,10 ct.,85.5,0.1429,size_bucket
count:10,2256436,Mainstays 10 Pack Disposable Gas Aluminum Foil Drip Pan Liners,Mainstays,,96829,"Wegmans Instant Oatmeal, Variety Pack, 10 Packets",Wegmans,10 ct.,85.5,0.1429,size_bucket
weight:4,2196259,"(3 pack) Great Value Pineapple Tidbits, 4 oz, 4 Count",Great Value,4 oz,91387,"Wegmans Danish, Cheese, 2 Pack",Wegmans,4 ounce,85.5,0.1429,size_bucket
weight:38,2066805,Packed Party Celebrate Sheet Cake,Freshness Guaranteed,38 oz,955124,Wegmans Coconut Cake Large,Wegmans,38 ounce,85.5,0.1429,size_bucket
weight:38,2066841,Pokemon Sheet Cake,Freshness Guaranteed,38 oz,1088339,Wegmans 2 Layer Buttercreme Half and Half Cake,Wegmans,38 ounce,85.5,0.1429,size_bucket
weight:38,2066822,Mermaid Sheet Cake,Freshness Guaranteed,38 oz,1088339,Wegmans 2 Layer Buttercreme Half and Half Cake,Wegmans,38 ounce,85.5,0.1429,size_bucket
weight:16,2197770,"Great Value Snickerdoodle Breakfast Cereal, 16.5 oz",Great Value,,101638,Wegmans Fall Harvest Cereal,Wegmans,16 ounce,85.5,0.1429,size_bucket
weight:20,2258802,"Freshness Guaranteed Spring Sandwich Cookies, 20 oz, 16 Count",Freshness Guaranteed,,948073,"Wegmans Ready to Cook Coconut Shrimp, 16 Count",Wegmans,20 ounce,85.5,0.1429,size_bucket
count:3,2270180,"(3 pack) Great Value Tall Ombre Pink and Purple Birthday Candles, 16 Count",Great Value,,107855,"Wegmans Thick & Sensitive Baby Wipes, 3 pack",wegmans,,85.5,0.1429,size_bucket
weight:17,1928879,"Great Value Strawberry Awake Cereal, 16.9 oz",Great Value,16.9 oz,105570,Wegmans Bran Flakes Cereal,Wegmans,17.3 ounce,85.5,0.1429,size_bucket
count:20,2072838,"Equate Mucus Relief DM Tablets, 20 Count",Equate,,1859877,"Wegmans Just Tea Sugar Cookie Flavored White Tea Blend Tea Bags, 20 Count",Wegmans,20 ct.,85.5,0.1429,size_bucket
weight:16,1937148,"Equate Beauty Moisturizing Cream, 16 oz",Equate,,91747,Wegmans Light Sour Cream,Wegmans,16 ounce,85.5,0.1429,size_bucket
count:48,2118313,"Great Value Disposable Compostable Spoons, 48 Count",Great Value,,106055,Wegmans White Plastic Spoons,Wegmans,48 ct.,85.5,0.1429,size_bucket
weight:20,2246199,Mainstays Ms 20oz Apple Pumpkin,Mainstays,20 oz,1088417,Wegmans Apple Fritter Bread,Wegmans,20 ounce,85.5,0.1429,size_bucket
count:10,2235852,"Mainstays 1-1/4"" (32mm) Classic Cabinet Knob, Chrome and White, 10 Pack",Mainstays,,96829,"Wegmans Instant Oatmeal, Variety Pack, 10 Packets",Wegmans,10 ct.,85.5,0.1429,size_bucket
volume:8,2206233,"Equate Oil-Free Energizing Facial Cleanser with Vitamin C and BHA, 8 fl oz",Equate,,113385,"Wegmans Unbreakable Champagne Glass, 8 fl. oz.",wegmans,,85.5,0.1429,size_bucket
weight:12,2070274,"Great Value Vegetable Lasagna Pasta, 12 oz",Great Value,12 OZ (340g),102969,Wegmans Jumbo Shells Pasta,Wegmans,12 ounce,85.5,0.1429,size_bucket
weight:26,2194160,"(3 pack) Great Value Rainbow Sprinkles, 26 oz",Great Value,,94240,"Wegmans Udon Noodles, 3 Pack",Wegmans,26.45 ounce,85.5,0.1429,size_bucket
weight:8,2068509,"bettergoods Maple Honey Sesame Cashews, 8 oz",bettergoods,,91858,Wegmans Uncured Honey Ham,Wegmans,8 ounce,85.5,0.1429,size_bucket
weight:2.2,2272478,"(3 pack) Great Value Deluxe Mixed Nuts, 2.25 oz",Great Value,,98814,Wegmans Pine Nuts,Wegmans,2.25 ounce,85.5,0.1429,size_bucket
weight:9,1921957,"Marketside Fresh Lasagna Pasta Sheets, 9 oz",Marketside,,93038,Wegmans Amore Linguine Pasta,Wegmans,9 ounce,85.5,0.1429,size_bucket
weight:16,1933971,Freshness Guaranteed Mango 16 Oz,Freshness Guaranteed,,102601,Wegmans Peach Mango Salsa,Wegmans,16 ounce,85.5,0.1429,size_bucket
weight:14,2107271,"Great Value Pizza Sauce, 14 oz",Great Value,14.0 oz,102288,Wegmans Organic Sesame Garlic Sauce,Wegmans,14 ounce,85.5,0.1429,size_bucket
weight:45,2116488,"GV Traditional Pasta Sauce, 45oz",Great Value,45 oz,1891165,Wegmans Tomato Basil Sauce,Wegmans,45 ounce,85.5,0.1429,size_bucket
volume:48,1948887,"(9 pack) Great Value Sunflower Oil, 48 fl oz",Great Value,,95488,Wegmans Vegetable Oil,Wegmans,48 fl. oz.,85.5,0.1429,size_bucket
count:20,2072925,"Equate Ibuprofen Softgels, 200 mg, 20 Count",Equate,20 ct,1859877,"Wegmans Just Tea Sugar Cookie Flavored White Tea Blend Tea Bags, 20 Count",Wegmans,20 ct.,85.5,0.1429,size_bucket
weight:12,1933959,"Freshness Guaranteed Mini Banana Nut Muffins, 12 oz Clamshell, 12 Count (Shelf Stable, Ambient)",Freshness Guaranteed,,1855953,Wegmans Blueberry Mini Muffins,Wegmans,12 ounce,85.5,0.1429,size_bucket
weight:24,2117451,"(3 pack) GV 3 Cheese Pasta Sauce, 24oz",Great Value,24 oz,952192,Wegmans Mushroom Sauce,Wegmans,24 ounce,85.5,0.1429,size_bucket
weight:16,2082227,"Great Value Dulce de Leche Sauce, 16 oz",Great Value,,100133,Wegmans Mole Sauce,Wegmans,16 ounce,85.5,0.1429,size_bucket
count:48,2118315,"Great Value Disposable Compostable Forks, 48 Count",Great Value,,106044,Wegmans Plastic White Forks,Wegmans,48 ct.,85.5,0.1429,size_bucket
weight:24,1922147,"Marketside 8” Caramel Apple Pie, 24 oz",Marketside,,955121,Wegmans Sweet Potato Pie,Wegmans,24 ounce,85.5,0.1429,size_bucket
weight:16,2122524,"Great Value Gluten Free Elbow Pasta, 16 oz",Great Value,,98038,Wegmans Ziti Pasta,Wegmans,16 ounce,85.5,0.1429,size_bucket
weight:16,2382617,Walmart Deli 1 Lb Amish Macaroni Salad,Freshness Guaranteed,,88402,Wegmans Mustard Potato Salad,Wegmans,16 ounce,85.5,0.1429,size_bucket
weight:8,2117346,"Great Value Sliced Fresh Mozzarella Cheese, 8 oz",Great Value,,91763,Wegmans Shredded Pizza Cheese,Wegmans,8 ounce,85.5,0.1429,size_bucket
count:20,1936269,"Equate Naproxen Sodium Capsules, 220mg, 20 Count",Equate,,1859877,"Wegmans Just Tea Sugar Cookie Flavored White Tea Blend Tea Bags, 20 Count",Wegmans,20 ct.,85.5,0.1429,size_bucket
volume:52,2196859,"Great Value Strawberry Flavored Lemonade, 52 fl oz",Great Value,52 FL OZ,92130,Wegmans Organic Lemonade,Wegmans,52 fl. oz.,85.5,0.1429,size_bucket
weight:16,2068765,"Great Value Frozen Tilapia Fillets, 1 lb Bag",Great Value,,954489,Wegmans Frozen Baby Potatoes,Wegmans,16 ounce,85.5,0.1429,size_bucket
weight:12,2067100,"Great Value Hot Dog Buns, 12 oz, 8 Count",Great Value,,101197,Wegmans Hot Honey,Wegmans,12 ounce,85.5,0.1429,size_bucket
weight:18,2197988,"Great Value Toasted O's Breakfast Cereal, 18 oz",Great Value,,952025,Wegmans Corn Flakes Cereal,Wegmans,18 ounce,85.5,0.1429,size_bucket
weight:5,2260368,"Great Value Organic Dried Mango Strips, 5 oz",Great Value,,88624,Wegmans Organic Baby Spinach,Wegmans,5 ounce,85.5,0.1429,size_bucket
count:20,2072952,"Equate Ibuprofen Softgels, 200 mg, 20 Count",Equate,,1859877,"Wegmans Just Tea Sugar Cookie Flavored White Tea Blend Tea Bags, 20 Count",Wegmans,20 ct.,85.5,0.1429,size_bucket
count:3,2220239,"(3 pack) Equate Antibacterial Hand Wipes, Fresh Scent, 40 Wipes, Compare to Wet Ones® Antibacterial Hand Wipes",Equate,,107855,"Wegmans Thick & Sensitive Baby Wipes, 3 pack",wegmans,,85.5,0.1333,size_bucket
weight:13,2258067,"Great Value Chili Garlic Seasoned Tortilla Chips, 13 oz",Great Value,,88537,Wegmans Lemon Garlic Chicken with Tuscan Roasted Potatoes & Seasoned Broccoli,Wegmans,13 ounce,85.5,0.1333,size_bucket
count:4,2243154,"(4 pack) Mainstays 2 Ply Manual Can Opener with Integrated Bottle Opener, Black",Mainstays,,953437,"Wegmans Peanut Butter Dippers with Cocoa Spread, 4 Pack",Wegmans,4 ct.,85.5,0.1333,size_bucket
volume:8,2127378,"(4 pack) Equate Diabetic Care Nutritional Shakes, Vanilla, 8 fl oz, 6 Count Compare to Glucerna Vanilla",Equate,,113385,"Wegmans Unbreakable Champagne Glass, 8 fl. oz.",wegmans,,85.5,0.1333,size_bucket
count:3,2252913,"(3 pack) Equate Antibacterial Hand Wipes, Citrus Scent, 40 Wipes, Compare to Wet Ones® Antibacterial Hand Wipes",Equate,,107855,"Wegmans Thick & Sensitive Baby Wipes, 3 pack",wegmans,,85.5,0.1333,size_bucket
weight:4.2,2272497,"(2 pack) Great Value Sport Fruit Blend Applesauce with Electrolytes, Orange, 16.8 oz, 4 Count Carton",Great Value,4.2 oz,98811,"Wegmans Organic Tropical Fruit Snacks, 6 Pack",Wegmans,4.2 ounce,85.5,0.1333,size_bucket
weight:4.2,2272496,"(2 pack) Great Value Sport Fruit Blend Applesauce with Electrolytes, Fruit Punch, 16.8 oz, 4 Count Carton",Great Value,4.2 oz,98811,"Wegmans Organic Tropical Fruit Snacks, 6 Pack",Wegmans,4.2 ounce,85.5,0.1333,size_bucket
count:3,2234793,"Mainstays Stainless Steel 3 Pack Kitchen Sink Strainer, Mesh Strainer, and Stopper Silver",Mainstays,,107855,"Wegmans Thick & Sensitive Baby Wipes, 3 pack",wegmans,,85.5,0.1333,size_bucket
count:20,1936330,"Equate Mint Coated Nicotine Gum, 2 mg, 20 Count",Equate,,1859877,"Wegmans Just Tea Sugar Cookie Flavored White Tea Blend Tea Bags, 20 Count",Wegmans,20 ct.,85.5,0.1333,size_bucket
volume:8,2116573,"(4 pack) Equate Diabetic Care Nutritional Shakes, Chocolate, 8 fl oz, 6 Count Compare to Glucerna Chocolate",Equate,,113385,"Wegmans Unbreakable Champagne Glass, 8 fl. oz.",wegmans,,85.5,0.1333,size_bucket
count:20,1936329,"Equate Mint Coated Nicotine Gum, 4 mg, 20 Count",Equate,,1859877,"Wegmans Just Tea Sugar Cookie Flavored White Tea Blend Tea Bags, 20 Count",Wegmans,20 ct.,85.5,0.1333,size_bucket
weight:2.6,2382403,"Great Value Premium White Chicken, in Bold Buffalo Sauce, 2.6 oz Pouch (Shelf-Stable)",Great Value,2.6 oz,100160,"Wegmans Lemon Pepper Albacore White Tuna, Pouch",Wegmans,2.6 ounce,85.5,0.1333,size_bucket
weight:24,2270198,"Marketside 12"" Five Cheese Traditional Crust Pizza with Marinara Sauce, Medium, 24 oz (Refrigerated)",Marketside,24 oz,952191,Wegmans Sauce Flavored with Meat,Wegmans,24 ounce,85.5,0.1333,size_bucket
count:3,2196991,"(3 pack) Great Value Bright Straight & Wavy Birthday Candles, Assorted Colors, 16 Count",Great Value,,107855,"Wegmans Thick & Sensitive Baby Wipes, 3 pack",wegmans,,85.5,0.1333,size_bucket
weight:64,2088797,"Marketside Red Grapefruit & Orange Segments, 4 lb",Marketside,64 oz,88933,Wegmans Organic Bagged Grapefruit,Wegmans,4 lb.,85.5,0.125,size_bucket
weight:12,2256086,"Mainstays Garden Rain 3 Wick Candle, 11.5 oz",Mainstays,11.5 oz,88303,Wegmans Garden Salad,Wegmans,12 ounce,85.5,0.125,size_bucket
count:3,2106870,"(3 pack) Great Value Disposable Plastic White Forks and Spoons, 120 Count includes 60F/60S",Great Value,,107855,"Wegmans Thick & Sensitive Baby Wipes, 3 pack",wegmans,,85.5,0.125,size_bucket
weight:18,2200001,"Great Value Oat Crunch Breakfast Cereal, 18 oz",Great Value,,952025,Wegmans Corn Flakes Cereal,Wegmans,18 ounce,85.5,0.125,size_bucket
weight:5,2260373,"(3 pack) Great Value Organic Dried Mango Strips, 5 oz",Great Value,5 oz,88624,Wegmans Organic Baby Spinach,Wegmans,5 ounce,85.5,0.125,size_bucket
weight:10,2197656,"Great Value Gluten-Free Tomato Condensed Soup, 10.5 oz",Great Value,,94273,"Wegmans Frozen Gluten Free Chickpea Fusilli Pasta with Blush Sauce, Meal for 1",Wegmans,10 ounce,85.5,0.125,size_bucket
weight:10,1929823,"Great Value Milk Chocolate Covered Peanuts, 10 oz",Great Value,,952054,Wegmans Dark Chocolate Morsels,Wegmans,10 ounce,85.5,0.125,size_bucket
weight:10,1931415,"Great Value Assorted Fruit Hard Candy, 10 oz",Great Value,,1089616,Wegmans Small Fruit Salad,Wegmans,10 ounce,85.5,0.125,size_bucket
weight:23,2200032,"(4 pack) Great Value Unsweetened Applesauce, 23 oz Jar",Great Value,23 oz,958646,Wegmans 6 Pack Jalapeno Bagels,Wegmans,23 ounce,85.5,0.125,size_bucket
weight:7,1949040,"(8 pack) Great Value Waffles Cones, 7 oz, 12 Count",Great Value,7 oz,1086395,"Wegmans Mini Croissants, 8 Pack",Wegmans,7 ounce,85.5,0.125,size_bucket
weight:12,2197714,"Great Value Fruit Spins Breakfast Cereal, 12.2 oz",Great Value,,101666,Wegmans Graham Squares Cereal,Wegmans,11.5 ounce,85.5,0.125,size_bucket
weight:38,2066833,Paw Patrol Sheet Cake,Freshness Guaranteed,38 oz,1088339,Wegmans 2 Layer Buttercreme Half and Half Cake,Wegmans,38 ounce,85.5,0.125,size_bucket
weight:34,2076686,"Great Value Traditional Cherry Pie, 34 oz (Frozen)",Great Value,,91489,Wegmans Large Pecan Pie,Wegmans,34 ounce,85.5,0.125,size_bucket
weight:2.6,2194178,"(3 pack) Great Value Premium White Chicken Salad Pouch, Ready-to-Eat, 2.6 oz, Shelf-Stable",Great Value,,100160,"Wegmans Lemon Pepper Albacore White Tuna, Pouch",Wegmans,2.6 ounce,85.5,0.125,size_bucket
count:3,2218079,"(3 pack) Equate Stainless Steel Dual-Ended Slant-Point and Straight-Tip Tweezers, 1 Count",Equate,,107855,"Wegmans Thick & Sensitive Baby Wipes, 3 pack",wegmans,,85.5,0.125,size_bucket
weight:16,2076745,"Marketside Frozen Raw Bay Scallops, 1 lb Bag",Marketside,,954489,Wegmans Frozen Baby Potatoes,Wegmans,16 ounce,85.5,0.125,size_bucket
volume:16,2116420,"Great Value Colby Block Cheese, 16 oz Chunk",Great Value,16 fl oz,106001,"Wegmans Dressing, Blue Cheese",Wegmans,16 fl. oz.,85.5,0.125,size_bucket
weight:8,2224786,"(5 pack) Great Value Queso Rippled Potato Chips, 8 oz",Great Value,8 oz,92341,Wegmans Sweet Potato Hummus,Wegmans,8 ounce,85.5,0.125,size_bucket
count:3,2227387,"(3 pack) Mainstays 5 Piece Resin Card Folding Table and Four Folding Chairs Set, Black",Mainstays,,107855,"Wegmans Thick & Sensitive Baby Wipes, 3 pack",wegmans,,85.5,0.125,size_bucket
count:2,2245737,"(2 pack) Great Value Scented Oil Plug-in Warmers, 2 Count (Fragrance Not Included)",Great Value,,87871,"Wegmans Bone-In Center Cut Pork Loin Chops, 2 Pack",Wegmans,,85.5,0.125,size_bucket
weight:20,2246090,Mainstays 20 Ounce Apple Pie Candle,Mainstays,20 oz,1088417,Wegmans Apple Fritter Bread,Wegmans,20 ounce,85.5,0.125,size_bucket
weight:20,2246396,Mainstays 20 Ounce Apple Pie Candle,Mainstays,,1088417,Wegmans Apple Fritter Bread,Wegmans,20 ounce,85.5,0.125,size_bucket
count:5,2211569,"(5 pack) Mainstays Extra Large Heavy Duty Plastic Clothing Hangers, 3 Count, Adult, White",Mainstays,,111965,Wegmans Heavy Duty 360 Degree Duster Kit,Wegmans,5 ct.,85.5,0.125,size_bucket
count:3,2250923,"(3 pack) Equate 1.5"" x 10 yd Athletic Sports Tape, Supportive & Protective, Easy Tear, 2 Rolls",Equate,,107855,"Wegmans Thick & Sensitive Baby Wipes, 3 pack",wegmans,,85.5,0.125,size_bucket
weight:2.6,2194179,"(4 pack) Great Value Premium White Chicken Salad Pouch, Ready-to-Eat, 2.6 oz, Shelf-Stable",Great Value,,100160,"Wegmans Lemon Pepper Albacore White Tuna, Pouch",Wegmans,2.6 ounce,85.5,0.125,size_bucket
weight:7,2197748,"(6 pack) Great Value Cinnamon Apple Straws, 7 oz Bag",Great Value,,1086395,"Wegmans Mini Croissants, 8 Pack",Wegmans,7 ounce,85.5,0.125,size_bucket
count:10,2256727,"Mainstays Drip Dry Wire Clothing Hangers, 10 Pack, Adult, White, Plastic Coated",Mainstays,,96829,"Wegmans Instant Oatmeal, Variety Pack, 10 Packets",Wegmans,10 ct.,85.5,0.125,size_bucket
count:4,2256651,"(4 pack) Mainstays Plastic Laundry Hamper, Flexible Square, Breathable with Handles, White",Mainstays,,953437,"Wegmans Peanut Butter Dippers with Cocoa Spread, 4 Pack",Wegmans,4 ct.,85.5,0.125,size_bucket
weight:15,2203813,bettergoods Peaches and Honey Quick Bread Mix,bettergoods,15 OZ,952234,Wegmans Plain Bread Crumbs,Wegmans,15 ounce,85.5,0.125,size_bucket
count:24,1936450,"Equate Maximum Strength Daytime Cold & Flu Softgels with Acetaminophen, 24 Count",Equate,,97534,"Wegmans Veggie Sticks with Sea Salt, 24 Pack",Wegmans,24 ct.,85.5,0.125,size_bucket
weight:14,1922016,"Marketside Cinnamon Coffee Cake, 14.1 oz, 4 Count",Marketside,,103068,Wegmans Cinnamon Graham Crackers,Wegmans,14.4 ounce,85.5,0.125,size_bucket
weight:16,1930936,"Great Value Confetti Crunch Breakfast Cereal, 16 oz",Great Value,16 oz,101638,Wegmans Fall Harvest Cereal,Wegmans,16 ounce,85.5,0.125,size_bucket
count:24,2267650,"Freshness Guaranteed Special Order Assorted Cupcakes with Whipped Icing, 24 Count",Freshness Guaranteed,,97534,"Wegmans Veggie Sticks with Sea Salt, 24 Pack",Wegmans,24 ct.,85.5,0.125,size_bucket
weight:32,2257911,"(3 pack) Marketside Ready To Heat Homestyle Mashed Potatoes Tray, Family Size, 32 oz",Marketside,,115811,"Wegmans Frozen Large Raw Shrimp, FAMILY PACK",Wegmans,32 ounce,85.5,0.125,size_bucket
weight:9,2066213,"(4 pack) (4 pack) Marketside Fresh Pappardelle Pasta, 9 oz",Marketside,9 oz,92881,Wegmans Amore Angel Hair Pasta,Wegmans,9 ounce,85.5,0.125,size_bucket
weight:24,1922145,"Marketside 8” Cherry Pie, 24 oz",Marketside,,91506,"Wegmans Gluten Free Pumpkin Pie, 8 Inch",Wegmans,24 ounce,85.5,0.125,size_bucket
